pid,ProductId,Post_Review,Platform,Rating,Date,Helpful,Label
1424,B000LKZK7C,"I got this for my 2 mo old niece, she loves it so much that my sister and her husband have already had to replace the batteries. Mama Otter as they call it makes it easier for her to fall asleep and makes it easier for my sister to feel comfortable leaving her daughter with her grandparents.",Flipcart,5,18-10-22,1,1
1425,B000LKZK7C,"My children love this. Easy to change settings, very cuddly head. My 3 year old is always telling me to snuggle it to my face. Has helped the baby fall asleep better in his crib by providing gentle noise and light.",Amazon,5,08-11-22,,1
1426,B000LKZK7C,"I am so disappointed in this. I had it on my registry and loved how cute it looked. The sound functions are ok, but the breathing motion is not as expected. It makes a loud clicking noise and is not snuggly at all. It wakes baby up and is not something they can cuddle with.",Facebook,1,21-02-21,,1
1427,B000LKZK7C,This stopped working after a year. Don’t bother contacting the manufacturer. They suggested that I purchase a new one without trying to accommodate.,Twitter,1,22-01-21,,0
1428,B000LKZK7C,"This is a very sweet plush toy. The music is quite relaxing as is the breathing mechanism. My only compliant is that the switch off push button is quite sensitive so much so that my 7 month old turns it off without intending to. Then I have to turn it back on, which interrupts our bedtime routine. But we still love it!",Instagram,4,14-12-22,,0
1429,B001D07IPG,Didn’t work properly. So much money for nothing good.,Flipcart,1,07-12-20,2,1
1430,B001D07IPG,This has been helpful for car rides to soothe baby girl. I just wish the light on it was a bit brighter to give a nightlight effect for the car.,Amazon,4,19-02-20,,0
1431,B001D07IPG,Use for infant. A little confusing at first but she really loves the multiple functions and needs them to soothe when she is fussy.  A nice safe alternative when they have to lay in bed.,Flipcart,5,18-12-22,,1
1432,B001D07IPG,"Baby loves this little otter and is comforted by its breathing, he is fascinated by the low light and I am sure It helps him feel secure when he wakes up in the night.My daughter thinks it is wonderful.",Amazon,5,14-11-22,,1
1433,B001D07IPG,"He was crying when we got the otter unboxed and as soon as we touched his belly, LO was distracted and quite. Really like the white noise, light, and how soft he is despite having the electronics in the belly. I only wish you could access the controls with bluetooth bc the velcro is loud.",Facebook,5,17-09-20,,1
1434,B001D07IPG,Very nice addition to the nursery. This is soothing and cuddly. Baby / toddler likes it. Great baby shower gift.,Twitter,5,06-03-21,,1
1435,B000H13270,"My newborn grandson finds this toy very soothing. A choice of music and other sounds, and the cuddly soft fur, helps to calm. Would recommend to parents and grandparents.",Instagram,5,13-10-20,,1
1436,B000H13270,"This little guy is so adorable.  The only issue I have is that it is hard to figure out how to get it to work. There is a tiny hard-to-clip that needs to be turned.  There was nothing in the paperwork that mentioned this detail. Otherwise, once we got it working, it was great. Our grandson especially loves the heartbeat swooshing sound.",Flipcart,4,08-02-20,,1
1437,B000H13270,"My baby loves it, very soothing to her which is fantastic to me; because it helps her fall asleep. Thank you!",Amazon,5,31-01-21,,1
1438,B000H13270,"Looks cute! But when it is “breathing”, it is really noisy. Didn’t work well on by baby unfortunately.",Flipcart,4,09-11-20,,1
1439,B001UJEN6C,"soft and cuddly .wonderful music, soothing ! I bought it for myself. I am 76 years old.",Amazon,5,31-12-22,,1
1440,B001UJEN6C,"This is absolutely adorable! My grand babies love it!! Great music and the fact that you can turn each function on, off, up, or down is great!",Flipcart,5,13-09-20,,1
1441,B001UJEN6C,It's so worth it. God yes!!! 😭😭😭😍😍😍 my son is sleeping so well and we just got it this morning.,Amazon,5,18-10-20,,1
1442,B001UJEN6C,"It has a bunch of different sounds! The chest moves nicely, it definitely helps my daughter sleep!",Facebook,5,19-01-21,,1
1443,B001UJEN6C,I LOVED this at first. Then after a few weeks it became very sensitive. I have changed the batteries multiple times so it's not an issue with having dead or dying batteries. Any time tummy part is touched it shuts off. Very frustrating. I love the light up feature. Wish it stayed on. Waste of money. Maybe I have a defective one ?,Twitter,3,11-11-22,1,1
1444,B001UJEN6C,Super cute but a bit harder than I was expecting.  This was due to the mechanism inside but not as cozy and cuddly as my daughter wanted.,Amazon,4,28-10-22,,0
1445,B001UJEN6C,Terrible. Waste of money. It is huge for a child. It is super hard in the middle and not cuddly at all!!!,Instagram,1,26-05-20,1,1
1446,B001UJEN6C,I love this and hope my granddaughter does as well. Can’t wait to give it to her.,Flipcart,5,18-06-20,,0
1447,B001UJEN6C,"This thing is sooo cute, really soft, and I love how it ""breathes"". Definitely worth it!",Amazon,5,13-09-22,,1
1448,B001UJEN6C,An excellently made product that’s just adorable. Songs are well done and the heartbeat application is wonderful.,Flipcart,5,27-11-22,,1
1449,B001UJEN6C,This really helps babies calm down.  Good size and quality!,Amazon,5,02-11-22,,1
1450,B001UJEN6C," Too cute! Exactly what we wanted, came before the delivery date!Very excited to see how our baby likes it when she gets here. :)",Facebook,5,20-02-21,,1
1451,B001UJEN6C,Bought this for my 1 year old son and he loved it before I even got it out of the box. It comes with all instructions you will ever need and helps soothe like no other. Best thing I’ve bought for him yet. I strongly recommend this product.,Twitter,5,02-03-20,,1
1452,B001UJEN6C,My 6 month old has been sleeping (Safely) with this since a month old. He loves it,Instagram,5,11-06-20,,1
1453,B001UJEN6C,My baby does not like it. Maybe when she gets older.,Flipcart,2,24-02-20,,1
1454,B001UJEN6C,"Like many other reviews, the item shuts itself off almost immediately each time after using only a few times.",Amazon,1,28-02-21,,0
1455,B001UJEN6C,It was on the mother to be's registry and she loves it so...,Flipcart,5,08-01-20,,0
1456,B001UJEN6C,"Very cute toy! This helped my new granddaughter calm down many times. Does not have a mechanical noise, it really sounds like breathing, womb and heartbeat. Would recommend",Amazon,5,15-12-22,,1
1457,B001UJEN6C,This is worth every penny! We play with it all the time!,Facebook,5,02-12-22,,1
1459,B003EMU7EU,Super soft and I love that it has volume control! My 1 month old loves it.,Twitter,5,22-05-20,,1
1460,B0064KOUNI,Soft; i like the music it plays.,Instagram,5,05-02-21,,1
1461,B003YDP5PA,My son is almost 2 years old and we still love our little “Harry Otter”  It has helped him sleep so well! It’s now to the point that if my son wakes up in the middle of the night he will push the belly and turn on the light/ sound.  Worth every penny 💕,Flipcart,5,16-09-20,,1
1462,B003YDP5PA,Given as gift.  Recipient loved it.  Very soothing.,Amazon,5,14-11-22,,1
1463,B003YDP5PA,Cutest product and baby sleep aid out there!,Flipcart,5,11-07-20,,1
1464,B003YDP5PA,The sweetest gift! The belly actually rises up and down as if it were breathing,Amazon,5,29-01-20,,1
1465,B002X9JNYU,Cute and has several different features.,Facebook,4,12-01-21,,1
1466,B001EPQ0J0,My daughter loves this thing.  The music is soothing and she loves touching the tummy where the light is,Twitter,5,04-03-20,,1
1467,B001EPQ0J0,"My 9 month old baby loves this toy but it turns itself off instantly when the ""breathing"" feature is on. So frustrating!!!",Instagram,2,30-01-21,,1
1468,B001EPQ0J0,"Cute weird toy! IMO overpricedReturn it, my daughter doesn’t like this otter",Flipcart,2,26-11-20,,0
1469,B000O9Y62A,My granddaughter slept so peacefully with the white noise I bought this for three other babies. Even the heartbeat was good for a new puppy’s crate sleep. I love this otter!,Amazon,5,15-07-20,,0
1470,B000O9Y62A, So adorable baby and I both love it. 2 month old smiles and babbles to the otter. Lullabies put him to sleep and keeps him asleep. Only con the Velcro on the back is so loud,Flipcart,5,30-08-22,,1
1472,B00283TPYE,I use it to put my baby to sleep and it works like a charm every time. It even puts me to sleep. Best money I ever spent!,Amazon,5,17-09-20,1,1
1473,B001FB69YY,Bought for my new grandson and my daughter loves it. Helps putting him to sleep.,Flipcart,5,27-09-20,,1
1474,B004OYBN7C,This thing was amazing! It was the only way o could keep my son in his crib. However it only last a month. Now the thing won't stay on even after changing the battery.,Amazon,2,15-11-22,,1
